R,phi0,phi1,phi2,P_IFM,P_bomb,eta,N,nsamples
0.9090909090909092,3.183066900581194,4.538089318,1.2969841895003116,0.096525,0.109225,0.4691373025516404,20,200000
0.9090909090909092,3.183066900581194,4.538089318,1.2969841895003116,0.09123,0.106395,0.4616318785578748,20,200000
0.9090909090909092,3.183066900581194,4.538089318,1.2969841895003116,0.08051,0.093825,0.4618120285656924,20,200000
0.9090909090909092,3.183066900581194,4.538089318,1.2969841895003116,0.09969,0.101395,0.4957604992913444,20,200000
0.9090909090909092,3.183066900581194,4.538089318,1.2969841895003116,0.11709,0.088465,0.5696285665636934,20,200000
0.9090909090909092,3.183066900581194,4.538089318,1.2969841895003116,0.09421,0.114455,0.4514892291471977,20,200000
0.9090909090909092,3.183066900581194,4.538089318,1.2969841895003116,0.03168,0.028855,0.5233336086561493,20,200000
0.9090909090909092,3.183066900581194,4.538089318,1.2969841895003116,0.092325,0.11725,0.44053441488727185,20,200000
0.9090909090909092,3.183066900581194,4.538089318,1.2969841895003116,0.10026,0.11905,0.45716109616524553,20,200000
0.9090909090909092,3.183066900581194,4.538089318,1.2969841895003116,0.09215,0.09777,0.4852042965459141,20,200000
0.9090909090909092,3.183066900581194,4.538089318,1.2969841895003116,0.090955,0.09955,0.47744153696753366,20,200000
0.9090909090909092,3.183066900581194,4.538089318,1.2969841895003116,0.11247,0.09899,0.5318736404048048,20,200000
0.9090909090909092,3.183066900581194,4.538089318,1.2969841895003116,0.105715,0.09067,0.5383048603508415,20,200000
0.9090909090909092,3.183066900581194,4.538089318,1.2969841895003116,0.083925,0.111705,0.4289986198435823,20,200000
0.9090909090909092,3.183066900581194,4.538089318,1.2969841895003116,0.106885,0.091275,0.5393873637464675,20,200000
0.9090909090909092,3.183066900581194,4.538089318,1.2969841895003116,0.103625,0.090785,0.5330229926444112,20,200000
0.9090909090909092,3.183066900581194,4.538089318,1.2969841895003116,0.09702,0.11624,0.4549376348119666,20,200000
0.9090909090909092,3.183066900581194,4.538089318,1.2969841895003116,0.11567,0.088015,0.5678866877776959,20,200000
0.9090909090909092,3.315434935282572,4.191837067500095,3.7918492540179476,0.087055,0.122375,0.41567588215632906,20,200000
0.9090909090909092,0.13084337179905375,4.852046082613015,4.211167746625393,0.088565,0.095,0.4824721488301147,20,200000
0.9090909090909092,3.8488174276675475,0.47878176065525163,1.9817366425002185,0.09215,0.09756,0.48574139476042383,20,200000
0.9090909090909092,1.7513227904421507,4.072437491125396,3.4832468776887073,0.097485,0.09006,0.5197952491402064,20,200000
0.9090909090909092,1.762222647350571,0.1740140941804367,1.6216379761008715,0.08471,0.09346,0.4754447999101981,20,200000
0.9090909090909092,2.9614240705687402,1.1966237558171846,3.1136801027359025,0.091185,0.1135,0.4454894105576862,20,200000
0.9090909090909092,4.720017249260164,1.892592807389416,1.9959474859184714,0.09228,0.10789,0.46100814307838334,20,200000
0.9090909090909092,2.753458141792482,4.318761669653151,2.8872378517518547,0.100485,0.11585,0.4644879469341531,20,200000
0.9090909090909092,1.8523965261745254,4.845622582368525,4.9841451823932985,0.088765,0.113635,0.43856225296442686,13,200000
0.9090909090909092,2.7025575761377514,1.743574381238362,3.149310047812934,0.08985,0.10875,0.452416918429003,13,200000
0.9090909090909092,6.272399652028619,5.83933472934612,1.1644607576875923,0.106665,0.09099,0.5396524246793656,13,200000
0.9090909090909092,3.9533003186938336,3.8451436480831496,2.451216160483211,0.07359,0.12605,0.368613504307754,13,200000
0.9090909090909092,2.0166593463083258,0.5636431065673713,5.9579982288981155,0.087605,0.097265,0.4738735327527452,13,200000
0.9090909090909092,5.374068023728853,1.0077016912550776,5.887800205260624,0.099325,0.110945,0.47236885908593707,13,200000
0.9090909090909092,6.218885506849222,4.925967821934258,0.9124182745051019,0.082375,0.114325,0.4187849517031012,13,200000
0.9090909090909092,0.29261014484573794,0.6011329679239376,5.528425521024909,0.031195,0.028655,0.521219715956558,13,200000
0.9090909090909092,6.24777151048775,4.517235446444267,3.4044508880360755,0.09814,0.096285,0.5047704770477047,13,200000
0.9090909090909092,2.7030161282808893,2.4697585801826625,0.4950811575705846,0.10585,0.097195,0.5213130094314068,13,200000
0.9090909090909092,5.732631748232772,0.4307248239114341,2.699530199199811,0.106035,0.091785,0.5360175917500759,13,200000
0.9090909090909092,4.906362302943648,1.3291480540755012,5.1801574324341235,0.107435,0.10217,0.5125593378020563,13,200000
0.9090909090909092,3.321908280424118,3.610349544315924,3.9143370111374463,0.110885,0.09595,0.5361036575047744,13,200000
0.9090909090909092,1.7572404790151124,5.072981218148662,4.529747294987931,0.095275,0.09419,0.5028633256802048,1,200000
