R,phi0,phi1,phi2,P_IFM,P_bomb,eta,N,nsamples
0.5454545454545454,3.188110124472915,2.392260860241579,5.48298377474008,0.256865,0.475635,0.35066894197952225,20,200000
0.5454545454545454,3.9469022351811356,0.4157918235137843,5.701972735252833,0.24772,0.461,0.3495315498363246,20,200000
0.5454545454545454,0.916310551339651,2.7767232447038093,4.76911586520079,0.2723,0.475485,0.36414209966768524,20,200000
0.5454545454545454,6.005781954789884,2.7161923293905774,1.8593449871376564,0.291105,0.46122,0.386940484498056,20,200000
0.5454545454545454,1.5464482846485987,0.7362259132434312,4.401015270927352,0.269625,0.487145,0.35628394360241555,20,200000
0.5454545454545454,6.125117131611514,1.6477047780131293,2.136637140084286,0.271105,0.467855,0.3668737144094402,20,200000
0.5454545454545454,2.0460759869963674,1.0701363712570207,2.2288943894854456,0.253375,0.48627,0.34256298629748055,20,200000
0.5454545454545454,1.340997712481395,2.7050940484949897,4.543668087006174,0.291425,0.439715,0.3985898733484695,20,200000
0.5454545454545454,2.4397028935977643,4.863053564012712,2.67643631934532,0.287485,0.44477,0.39260230384224076,20,200000
0.5454545454545454,2.2117679761538245,5.268580517205729,4.343613081023989,0.2651,0.45843,0.3663980760991251,20,200000
0.5454545454545454,0.9148994089102374,2.1141801896461874,4.7423228592730124,0.277875,0.437315,0.3885331170737846,20,200000
0.5454545454545454,4.6819621698090055,4.260005870230137,5.474891199179626,0.25345,0.490885,0.34050528323940166,20,200000
0.5454545454545454,0.8978853881236898,4.198480194557241,4.918695565254322,0.267085,0.441515,0.37691927744849,20,200000
0.5454545454545454,1.142694553104376,5.851545146312332,5.891378130745736,0.25982,0.468135,0.3569176666140077,20,200000
0.5454545454545454,5.585275880432338,5.0589021126872105,0.0727625047946569,0.254635,0.487875,0.34293814224724245,20,200000
0.5454545454545454,3.9656669811012057,3.154895066194253,0.6142952218719603,0.267545,0.45761,0.3689487075177031,20,200000
0.5454545454545454,1.3205356251158178,5.575540694301626,1.115532510342752,0.244875,0.460195,0.34730594125405984,20,200000
0.5454545454545454,2.3236069856414314,4.577979038890556,2.4298888111478703,0.28144,0.45491,0.38220954709037824,20,200000
0.5454545454545454,3.2515712316839913,2.49235423761031,1.318670511797579,0.255385,0.465215,0.354406050513461,20,200000
0.5454545454545454,2.7506738052677053,0.5997544878120606,1.7836105460721967,0.24524,0.458365,0.34854783578854615,20,200000
0.5454545454545454,2.602128642416978,2.6443375715197326,3.2501285770349493,0.25495,0.47311,0.35017718319918695,20,200000
0.5454545454545454,5.843515431907773,1.6260331411801061,3.4887029395732063,0.30432,0.434825,0.41171894553842614,20,200000
0.5454545454545454,4.019582133226169,1.8490069991680613,2.814873024225716,0.262825,0.42988,0.37941836712597715,20,200000
0.5454545454545454,6.193051703188146,0.04747394069524726,5.859654660935219,0.24849,0.467425,0.3470942779519915,20,200000
0.5454545454545454,0.1383824515292792,0.12435842611273686,3.5167535812703354,0.270635,0.43736,0.3822555244034209,20,200000
0.5454545454545454,5.856539461836622,0.19279705675995373,0.001178242724899757,0.24371,0.47712,0.3380963611392423,20,200000
0.5454545454545454,1.072946146697021,0.01218898353054916,5.095463265681434,0.26453,0.48329,0.35373485598138593,20,200000
0.5454545454545454,3.9171827885182764,0.43684281863016283,0.08058396953192795,0.26999,0.48003,0.35997706727820594,20,200000
0.5454545454545454,5.349237190755949,1.4687235480962035,2.0494858904768996,0.231805,0.470025,0.3302865366256786,20,200000
0.5454545454545454,4.44965255745172,4.94002930959662,6.182608762727009,0.234585,0.46421,0.3356993109567183,20,200000
0.5454545454545454,2.0546598709427344,4.664108422855019,2.586757063158392,0.2819,0.45211,0.38405471315104694,20,200000
0.5454545454545454,2.7562440489310154,3.247957525175225,1.675787933064948,0.25396,0.45631,0.3575541695411604,20,200000
0.5454545454545454,5.261328627412873,0.7929647946129446,2.870972677177191,0.293215,0.442615,0.3984819863283639,20,200000
0.5454545454545454,1.6636067635929006,5.548004309691726,4.13829780996299,0.25084,0.461585,0.35209320279327644,20,200000
0.5454545454545454,6.043946938848109,4.845157751882327,4.490953037843225,0.24451,0.48594,0.3347388596070915,20,200000
0.5454545454545454,0.002105793999154499,4.24736826724446,1.9183425981121351,0.250035,0.47099,0.34677715751881,20,200000
0.5454545454545454,6.271120515852834,4.227969903206645,0.030617165867139196,0.255055,0.477225,0.3483025618615829,20,200000
0.5454545454545454,5.261641000773491,5.515130837805201,2.483113992588577,0.231255,0.495405,0.31824374535546196,20,200000
0.5454545454545454,2.8028321600568145,3.7116763914590973,4.107636416041336,0.277815,0.453995,0.379627225646001,20,200000
0.5454545454545454,5.279209750637092,3.1325306518634766,5.363527257254576,0.270635,0.437405,0.3822312298740184,20,200000
